Source,Target,Weight,Type
wk_heilewelt_1998,wk_gruesse_2003,6,undirected
wk_heilewelt_1998,wk_hundstage_1988,5,undirected
wk_heilewelt_1998,wk_markbein_1991,3,undirected
wk_heilewelt_1998,wk_umsonst_2006,3,undirected
wk_heilewelt_1998,wk_willkommen_1984,3,undirected
wk_heilewelt_1998,wk_zeit_1978,1,undirected
wk_hundstage_1988,wk_gruesse_2003,3,undirected
wk_hundstage_1988,wk_heilewelt_1998,5,undirected
wk_hundstage_1988,wk_markbein_1991,5,undirected
wk_kapitel_1975,cw_kindheitsmuster_1976,1,undirected
wk_kapitel_1975,wk_gold_1972,5,undirected
wk_kapitel_1975,wk_tadel_1971,3,undirected
wk_markbein_1991,wk_gruesse_2003,2,undirected
wk_markbein_1991,wk_heilewelt_1998,3,undirected
wk_markbein_1991,wk_hundstage_1988,5,undirected
wk_markbein_1991,wk_umsonst_2006,1,undirected
wk_markbein_1991,wk_willkommen_1984,1,undirected
wk_tadel_1971,wk_aussicht_1981,4,undirected
wk_tadel_1971,wk_gold_1972,6,undirected
wk_tadel_1971,wk_kapitel_1975,3,undirected
wk_umsonst_2006,wk_gruesse_2003,2,undirected
wk_umsonst_2006,wk_heilewelt_1998,3,undirected
wk_umsonst_2006,wk_markbein_1991,1,undirected
wk_willkommen_1984,wk_gold_1972,2,undirected
wk_willkommen_1984,wk_heilewelt_1998,3,undirected
wk_willkommen_1984,wk_markbein_1991,1,undirected
wk_zeit_1978,wk_aussicht_1981,6,undirected
wk_zeit_1978,wk_gold_1972,1,undirected
wk_zeit_1978,wk_gruesse_2003,2,undirected
wk_zeit_1978,wk_heilewelt_1998,1,undirected
