Source,Target,Weight,Type
mutter_29,mutter_36,3,undirected
mutter_29,robert_45,2,undirected
mutter_29,robert_8,1,undirected
mutter_3,mutter_10,3,undirected
mutter_3,robert_8,2,undirected
mutter_3,walter_54,1,undirected
mutter_34,brief_16,3,undirected
mutter_34,mutter_24,1,undirected
mutter_34,mutter_26,2,undirected
mutter_34,mutter_36,6,undirected
mutter_34,mutter_40,2,undirected
mutter_34,robert_8,2,undirected
mutter_36,mutter_20,1,undirected
mutter_36,mutter_24,4,undirected
mutter_36,mutter_26,3,undirected
mutter_36,mutter_29,3,undirected
mutter_36,mutter_34,6,undirected
mutter_36,robert_45,2,undirected
mutter_40,brief_27,1,undirected
mutter_40,brief_37,2,undirected
mutter_40,mutter_14,1,undirected
mutter_40,mutter_24,3,undirected
mutter_40,mutter_34,2,undirected
mutter_40,mutter_44,3,undirected
mutter_44,brief_27,2,undirected
mutter_44,mutter_40,3,undirected
mutter_44,mutter_49,2,undirected
mutter_44,robert_35,1,undirected
mutter_49,brief_27,3,undirected
mutter_49,mutter_14,1,undirected
mutter_49,mutter_20,2,undirected
mutter_49,mutter_24,3,undirected
mutter_49,mutter_44,2,undirected
mutter_49,mutter_55,2,undirected
mutter_49,robert_8,3,undirected
mutter_5,mutter_10,1,undirected
mutter_5,robert_45,2,undirected
mutter_5,walter_47,3,undirected
mutter_52,mutter_14,2,undirected
mutter_52,mutter_24,3,undirected
mutter_52,robert_45,1,undirected
mutter_55,mutter_20,1,undirected
mutter_55,mutter_49,2,undirected
mutter_55,robert_8,3,undirected
mutter_7,mutter_14,4,undirected
mutter_7,mutter_18,2,undirected
mutter_7,robert_45,1,undirected
robert_21,mutter_26,1,undirected
robert_21,robert_33,1,undirected
robert_21,robert_35,1,undirected
robert_21,robert_38,6,undirected
robert_21,walter_28,2,undirected
robert_33,robert_21,1,undirected
robert_33,robert_45,3,undirected
robert_33,walter_51,2,undirected
robert_35,mutter_44,1,undirected
robert_35,robert_21,1,undirected
robert_35,robert_38,1,undirected
robert_35,robert_45,5,undirected
robert_35,robert_53,1,undirected
robert_35,robert_8,5,undirected
robert_38,robert_21,6,undirected
robert_38,robert_35,1,undirected
robert_38,robert_45,5,undirected
robert_38,robert_53,3,undirected
robert_38,robert_8,2,undirected
robert_38,walter_2,2,undirected
robert_38,walter_56,1,undirected
robert_45,mutter_1,2,undirected
robert_45,mutter_29,2,undirected
robert_45,mutter_36,2,undirected
robert_45,mutter_5,2,undirected
robert_45,mutter_52,1,undirected
robert_45,mutter_7,1,undirected
robert_45,robert_33,3,undirected
robert_45,robert_35,5,undirected
robert_45,robert_38,5,undirected
robert_45,robert_8,2,undirected
robert_53,brief_46,1,undirected
robert_53,robert_35,1,undirected
robert_53,robert_38,3,undirected
robert_53,robert_8,2,undirected
robert_8,mutter_10,2,undirected
robert_8,mutter_18,1,undirected
robert_8,mutter_29,1,undirected
robert_8,mutter_3,2,undirected
robert_8,mutter_34,2,undirected
robert_8,mutter_49,3,undirected
robert_8,mutter_55,3,undirected
robert_8,robert_35,5,undirected
robert_8,robert_38,2,undirected
robert_8,robert_45,2,undirected
robert_8,robert_53,2,undirected
walter_12,walter_32,1,undirected
walter_12,walter_39,2,undirected
walter_12,walter_6,3,undirected
walter_15,walter_23,1,undirected
walter_15,walter_28,3,undirected
walter_15,walter_6,2,undirected
walter_17,walter_23,4,undirected
walter_17,walter_25,2,undirected
walter_17,walter_32,2,undirected
walter_17,walter_54,1,undirected
walter_17,walter_6,3,undirected
walter_19,walter_28,2,undirected
walter_19,walter_51,1,undirected
walter_19,walter_6,3,undirected
walter_2,brief_11,1,undirected
walter_2,brief_48,2,undirected
walter_2,robert_38,2,undirected
walter_2,walter_30,4,undirected
walter_2,walter_56,6,undirected
walter_23,brief_22,1,undirected
walter_23,walter_15,1,undirected
walter_23,walter_17,4,undirected
walter_23,walter_25,3,undirected
walter_23,walter_43,3,undirected
walter_23,walter_47,2,undirected
walter_23,walter_54,4,undirected
walter_23,walter_6,3,undirected
walter_25,walter_17,2,undirected
walter_25,walter_23,3,undirected
walter_25,walter_28,1,undirected
walter_28,brief_22,3,undirected
walter_28,brief_42,2,undirected
walter_28,brief_46,3,undirected
walter_28,brief_48,1,undirected
walter_28,robert_21,2,undirected
walter_28,walter_15,3,undirected
walter_28,walter_19,2,undirected
walter_28,walter_25,1,undirected
walter_28,walter_30,1,undirected
walter_28,walter_39,2,undirected
walter_28,walter_4,2,undirected
walter_28,walter_41,1,undirected
walter_28,walter_51,1,undirected
walter_28,walter_56,2,undirected
walter_28,walter_6,5,undirected
walter_28,walter_9,5,undirected
walter_30,walter_2,4,undirected
walter_30,walter_28,1,undirected
walter_30,walter_51,3,undirected
walter_32,brief_11,2,undirected
walter_32,walter_12,1,undirected
walter_32,walter_17,2,undirected
walter_32,walter_4,1,undirected
walter_32,walter_41,3,undirected
walter_32,walter_43,2,undirected
walter_32,walter_51,5,undirected
walter_32,walter_6,6,undirected
walter_32,walter_9,1,undirected
walter_39,walter_12,2,undirected
walter_39,walter_28,2,undirected
walter_39,walter_6,3,undirected
walter_39,walter_9,4,undirected
walter_4,brief_22,2,undirected
walter_4,walter_28,2,undirected
walter_4,walter_32,1,undirected
walter_4,walter_6,3,undirected
walter_41,walter_28,1,undirected
walter_41,walter_32,3,undirected
walter_41,walter_6,2,undirected
walter_43,walter_23,3,undirected
walter_43,walter_32,2,undirected
walter_43,walter_6,1,undirected
walter_47,brief_16,2,undirected
walter_47,mutter_5,3,undirected
walter_47,walter_23,2,undirected
walter_47,walter_51,1,undirected
walter_47,walter_6,4,undirected
walter_51,robert_33,2,undirected
walter_51,walter_19,1,undirected
walter_51,walter_28,1,undirected
walter_51,walter_30,3,undirected
walter_51,walter_32,5,undirected
walter_51,walter_47,1,undirected
walter_51,walter_54,2,undirected
walter_51,walter_6,2,undirected
walter_54,mutter_3,1,undirected
walter_54,walter_17,1,undirected
walter_54,walter_23,4,undirected
walter_54,walter_51,2,undirected
walter_56,brief_16,1,undirected
walter_56,brief_31,1,undirected
walter_56,brief_42,1,undirected
walter_56,brief_48,3,undirected
walter_56,robert_38,1,undirected
walter_56,walter_2,6,undirected
walter_56,walter_28,2,undirected
walter_6,brief_37,3,undirected
walter_6,walter_12,3,undirected
walter_6,walter_15,2,undirected
walter_6,walter_17,3,undirected
walter_6,walter_19,3,undirected
walter_6,walter_23,3,undirected
walter_6,walter_28,5,undirected
walter_6,walter_32,6,undirected
walter_6,walter_39,3,undirected
walter_6,walter_4,3,undirected
walter_6,walter_41,2,undirected
walter_6,walter_43,1,undirected
walter_6,walter_47,4,undirected
walter_6,walter_51,2,undirected
walter_9,walter_28,5,undirected
walter_9,walter_32,1,undirected
walter_9,walter_39,4,undirected
