Source,Target,Weight,Type
gg_blechtrommel_1959,cw_nachdenken_1968,8,undirected
gg_blechtrommel_1959,gg_schnecke_1972,56,undirected
gg_blechtrommel_1959,hb_frauen_1975,2,undirected
gg_raettin_1986,cb_quints_1985,2,undirected
gg_raettin_1986,cw_kindheitsmuster_1976,1,undirected
gg_raettin_1986,cw_medea_1996,39,undirected
gg_raettin_1986,cw_nachdenken_1968,15,undirected
gg_raettin_1986,gg_schnecke_1972,56,undirected
gg_raettin_1986,hb_clown_1963,1,undirected
gg_schnecke_1972,cb_jauche_1975,51,undirected
gg_schnecke_1972,cb_quints_1985,63,undirected
gg_schnecke_1972,cb_tessin_1960,54,undirected
gg_schnecke_1972,cw_kindheitsmuster_1976,67,undirected
gg_schnecke_1972,cw_medea_1996,111,undirected
gg_schnecke_1972,cw_nachdenken_1968,87,undirected
gg_schnecke_1972,gg_blechtrommel_1959,56,undirected
gg_schnecke_1972,gg_raettin_1986,56,undirected
gg_schnecke_1972,gg_schnecke_1972,6,undirected
gg_schnecke_1972,hb_clown_1963,58,undirected
gg_schnecke_1972,hb_frauen_1975,61,undirected
gg_schnecke_1972,hb_gruppenbild_1971,56,undirected
gg_schnecke_1972,wk_aussicht_1981,56,undirected
gg_schnecke_1972,wk_gold_1972,52,undirected
gg_schnecke_1972,wk_gruesse_2003,56,undirected
gg_schnecke_1972,wk_heilewelt_1998,51,undirected
gg_schnecke_1972,wk_hundstage_1988,55,undirected
gg_schnecke_1972,wk_kapitel_1975,56,undirected
gg_schnecke_1972,wk_markbein_1991,52,undirected
gg_schnecke_1972,wk_tadel_1971,46,undirected
gg_schnecke_1972,wk_umsonst_2006,50,undirected
gg_schnecke_1972,wk_willkommen_1984,55,undirected
gg_schnecke_1972,wk_zeit_1978,54,undirected
hb_clown_1963,cb_quints_1985,2,undirected
hb_clown_1963,cb_tessin_1960,2,undirected
hb_clown_1963,cw_kindheitsmuster_1976,6,undirected
hb_clown_1963,cw_medea_1996,41,undirected
hb_clown_1963,cw_nachdenken_1968,9,undirected
hb_clown_1963,gg_raettin_1986,1,undirected
hb_clown_1963,gg_schnecke_1972,58,undirected
hb_clown_1963,hb_frauen_1975,5,undirected
hb_frauen_1975,cb_quints_1985,2,undirected
hb_frauen_1975,cw_kindheitsmuster_1976,2,undirected
hb_frauen_1975,cw_medea_1996,39,undirected
hb_frauen_1975,cw_nachdenken_1968,15,undirected
hb_frauen_1975,gg_blechtrommel_1959,2,undirected
hb_frauen_1975,gg_schnecke_1972,61,undirected
hb_frauen_1975,hb_clown_1963,5,undirected
hb_frauen_1975,wk_aussicht_1981,1,undirected
hb_frauen_1975,wk_gruesse_2003,2,undirected
hb_gruppenbild_1971,cb_quints_1985,7,undirected
hb_gruppenbild_1971,cw_medea_1996,37,undirected
hb_gruppenbild_1971,cw_nachdenken_1968,14,undirected
hb_gruppenbild_1971,gg_schnecke_1972,56,undirected
wk_aussicht_1981,cw_kindheitsmuster_1976,22,undirected
wk_aussicht_1981,cw_medea_1996,33,undirected
wk_aussicht_1981,cw_nachdenken_1968,2,undirected
wk_aussicht_1981,gg_schnecke_1972,56,undirected
wk_aussicht_1981,hb_frauen_1975,1,undirected
wk_gold_1972,cb_quints_1985,10,undirected
wk_gold_1972,cw_medea_1996,17,undirected
wk_gold_1972,cw_nachdenken_1968,30,undirected
wk_gold_1972,gg_schnecke_1972,52,undirected
wk_gold_1972,wk_kapitel_1975,5,undirected
wk_gold_1972,wk_tadel_1971,36,undirected
wk_gruesse_2003,cw_kindheitsmuster_1976,10,undirected
wk_gruesse_2003,cw_medea_1996,36,undirected
wk_gruesse_2003,cw_nachdenken_1968,8,undirected
wk_gruesse_2003,gg_schnecke_1972,56,undirected
wk_gruesse_2003,hb_frauen_1975,2,undirected
wk_gruesse_2003,wk_heilewelt_1998,2,undirected
wk_gruesse_2003,wk_hundstage_1988,2,undirected
wk_gruesse_2003,wk_umsonst_2006,6,undirected
wk_heilewelt_1998,cb_quints_1985,7,undirected
wk_heilewelt_1998,cw_kindheitsmuster_1976,35,undirected
wk_heilewelt_1998,cw_medea_1996,19,undirected
wk_heilewelt_1998,gg_schnecke_1972,51,undirected
wk_heilewelt_1998,wk_gruesse_2003,2,undirected
wk_heilewelt_1998,wk_willkommen_1984,3,undirected
wk_hundstage_1988,cb_quints_1985,3,undirected
wk_hundstage_1988,cw_kindheitsmuster_1976,10,undirected
wk_hundstage_1988,cw_medea_1996,40,undirected
wk_hundstage_1988,cw_nachdenken_1968,6,undirected
wk_hundstage_1988,gg_schnecke_1972,55,undirected
wk_hundstage_1988,wk_gruesse_2003,2,undirected
wk_kapitel_1975,cw_kindheitsmuster_1976,1,undirected
wk_kapitel_1975,cw_medea_1996,25,undirected
wk_kapitel_1975,cw_nachdenken_1968,32,undirected
wk_kapitel_1975,gg_schnecke_1972,56,undirected
wk_kapitel_1975,wk_gold_1972,5,undirected
wk_kapitel_1975,wk_umsonst_2006,2,undirected
wk_markbein_1991,cb_quints_1985,4,undirected
wk_markbein_1991,cw_kindheitsmuster_1976,2,undirected
wk_markbein_1991,cw_medea_1996,43,undirected
wk_markbein_1991,cw_nachdenken_1968,13,undirected
wk_markbein_1991,gg_schnecke_1972,52,undirected
wk_tadel_1971,cw_kindheitsmuster_1976,18,undirected
wk_tadel_1971,cw_medea_1996,14,undirected
wk_tadel_1971,gg_schnecke_1972,46,undirected
wk_tadel_1971,wk_gold_1972,36,undirected
wk_umsonst_2006,cw_kindheitsmuster_1976,34,undirected
wk_umsonst_2006,cw_medea_1996,22,undirected
wk_umsonst_2006,gg_schnecke_1972,50,undirected
wk_umsonst_2006,wk_gruesse_2003,6,undirected
wk_umsonst_2006,wk_kapitel_1975,2,undirected
wk_willkommen_1984,cb_quints_1985,2,undirected
wk_willkommen_1984,cw_kindheitsmuster_1976,22,undirected
wk_willkommen_1984,cw_medea_1996,31,undirected
wk_willkommen_1984,cw_nachdenken_1968,1,undirected
wk_willkommen_1984,gg_schnecke_1972,55,undirected
wk_willkommen_1984,wk_heilewelt_1998,3,undirected
wk_zeit_1978,cb_quints_1985,1,undirected
wk_zeit_1978,cw_kindheitsmuster_1976,21,undirected
wk_zeit_1978,cw_medea_1996,34,undirected
wk_zeit_1978,cw_nachdenken_1968,4,undirected
wk_zeit_1978,gg_schnecke_1972,54,undirected
